"","gene_id","gene_name","entrezid","gene_biotype","gene_seq_start","gene_seq_end","seq_name","seq_strand","seq_coord_system","symbol","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000259777","ENSG00000259777","SLC39A12",NA,"protein_coding",17993891,18085286,"HG544_PATCH",1,NA,"SLC39A12",0,0,0,0,0,0,0,0
"ENSG00000259779","ENSG00000259779","RP11-231E4.2",NA,"lincRNA",72076650,72080444,"18",1,NA,"RP11-231E4.2",0,0,0,0,0,0,0,0
"ENSG00000259780","ENSG00000259780","RP11-304L19.12",NA,"lincRNA",2285690,2286914,"16",-1,NA,"RP11-304L19.12",0,0,0,0,0,0,0,0
"ENSG00000259781","ENSG00000259781","RP11-673C5.1",NA,"pseudogene",71457109,71457754,"15",-1,NA,"RP11-673C5.1",1014,964,1277,631,1582,1403,1018,874
"ENSG00000259782","ENSG00000259782","CTD-2270L9.2",NA,"sense_intronic",23457767,23458603,"16",-1,NA,"CTD-2270L9.2",1,0,0,0,0,1,0,0
"ENSG00000259783","ENSG00000259783","RP11-1006G14.2",NA,"lincRNA",72900828,72929260,"15",-1,NA,"RP11-1006G14.2",1,0,4,0,1,1,0,0
"ENSG00000259784","ENSG00000259784","ATP6C",NA,"protein_coding",2563966,2577956,"16",1,NA,"ATP6C",0,0,0,0,0,0,0,0
"ENSG00000259785","ENSG00000259785","ADAMTS7P1",NA,"pseudogene",82590891,82626963,"15",1,NA,"ADAMTS7P1",12,16,25,29,18,41,27,35
"ENSG00000259786","ENSG00000259786","CTD-2118P12.1",NA,"lincRNA",29143610,29172465,"5",1,NA,"CTD-2118P12.1",0,0,0,0,0,0,0,0
"ENSG00000259788","ENSG00000259788","RP11-359K18.3",NA,"antisense",162530017,162531098,"1",-1,NA,"RP11-359K18.3",0,0,0,0,0,0,0,0
"ENSG00000259789","ENSG00000259789","RP11-1078H9.6",NA,"lincRNA",90955356,90957981,"14",-1,NA,"RP11-1078H9.6",0,0,0,0,0,0,0,0
"ENSG00000259790","ENSG00000259790","ANP32BP1",NA,"pseudogene",75613738,75615034,"15",-1,NA,"ANP32BP1",26,30,17,15,14,28,20,31
"ENSG00000259791","ENSG00000259791","RP11-14K3.7",NA,"lincRNA",34874400,34874953,"16",1,NA,"RP11-14K3.7",0,0,0,0,0,0,0,0
"ENSG00000259792","ENSG00000259792","RP11-114H24.6",NA,"antisense",78285747,78287631,"15",1,NA,"RP11-114H24.6",12,8,11,5,3,8,1,7
"ENSG00000259793","ENSG00000259793","RP11-400N9.1",NA,"antisense",234259778,234262062,"2",-1,NA,"RP11-400N9.1",0,0,0,0,0,1,0,0
"ENSG00000259795","ENSG00000259795","TBC1D3",NA,"protein_coding",34581015,34591935,"HG75_PATCH",-1,NA,"TBC1D3",0,0,0,0,0,0,0,0
"ENSG00000259796","ENSG00000259796","RP11-355I22.7",NA,"sense_overlapping",62577593,62579268,"14",1,NA,"RP11-355I22.7",1,3,2,1,2,10,1,0
"ENSG00000259797","ENSG00000259797","RP11-96D1.3",NA,"sense_intronic",68350704,68352939,"16",1,NA,"RP11-96D1.3",2,2,2,0,0,2,2,1
"ENSG00000259798","ENSG00000259798","RP11-23E19.2",NA,"antisense",71147255,71147903,"16",1,NA,"RP11-23E19.2",1,1,2,0,0,1,2,0
"ENSG00000259799","ENSG00000259799","RP11-554A11.9",NA,"antisense",68923378,68927220,"11",1,NA,"RP11-554A11.9",3,2,8,1,2,1,0,0
"ENSG00000259800","ENSG00000259800","RP11-19N8.6",NA,"pseudogene",33141556,33141763,"16",1,NA,"RP11-19N8.6",0,0,0,0,0,0,0,0
"ENSG00000259801","ENSG00000259801","AC126327.5",NA,"protein_coding",34704907,34715799,"HG75_PATCH",-1,NA,"AC126327.5",0,0,0,0,0,0,0,0
"ENSG00000259802","ENSG00000259802","CTD-2256P15.2",NA,"antisense",10352813,10353713,"5",-1,NA,"CTD-2256P15.2",4,4,7,2,4,7,5,3
"ENSG00000259803","ENSG00000259803","SLC22A31",NA,"protein_coding",89262406,89268072,"16",-1,NA,"SLC22A31",0,1,1,1,0,1,0,5
"ENSG00000259804","ENSG00000259804","CTD-2012K14.7",NA,"antisense",67595314,67596212,"16",-1,NA,"CTD-2012K14.7",1,1,0,1,4,5,0,4
"ENSG00000259805","ENSG00000259805","RP11-382A20.5",NA,"antisense",83594636,83772195,"15",1,NA,"RP11-382A20.5",0,0,1,0,1,2,1,1
"ENSG00000259806","ENSG00000259806","CTD-2196E14.4",NA,"lincRNA",23683453,23686820,"16",1,NA,"CTD-2196E14.4",46,47,114,42,112,109,43,53
"ENSG00000259807","ENSG00000259807","RP11-426C22.4",NA,"lincRNA",29228491,29231352,"16",-1,NA,"RP11-426C22.4",166,84,209,38,201,195,68,40
"ENSG00000259808","ENSG00000259808","FRG2",NA,"protein_coding",190945506,190948412,"HG1032_PATCH",-1,NA,"FRG2",0,0,0,0,0,0,0,0
"ENSG00000259809","ENSG00000259809","RP11-163O19.8",NA,"pseudogene",49913814,49915329,"HG281_PATCH",-1,NA,"RP11-163O19.8",0,0,0,0,0,0,0,0
"ENSG00000259810","ENSG00000259810","AC002519.8",NA,"sense_intronic",31799523,31802314,"16",1,NA,"AC002519.8",1,1,1,2,1,1,0,3
"ENSG00000259813","ENSG00000259813","RP5-1142A6.5",NA,"antisense",88762909,88765018,"16",1,NA,"RP5-1142A6.5",0,0,0,0,0,0,0,0
"ENSG00000259814","ENSG00000259814","RP11-300A12.2",NA,"lincRNA",29901880,29903416,"15",-1,NA,"RP11-300A12.2",0,0,0,0,0,0,0,0
"ENSG00000259815","ENSG00000259815","RP11-565N2.2",NA,"lincRNA",208800086,208801430,"1",-1,NA,"RP11-565N2.2",0,0,0,0,0,0,0,0
"ENSG00000259817","ENSG00000259817","RP11-53L24.1",NA,"lincRNA",73846520,73849953,"16",1,NA,"RP11-53L24.1",0,0,0,0,0,0,0,0
"ENSG00000259818","ENSG00000259818","RP5-1024G6.7",NA,"antisense",53686335,53689925,"1",1,NA,"RP5-1024G6.7",1,0,1,0,0,0,2,0
"ENSG00000259819","ENSG00000259819","RP11-568A19.1",NA,"lincRNA",8419866,8426278,"16",1,NA,"RP11-568A19.1",0,0,0,0,0,0,0,0
"ENSG00000259820","ENSG00000259820","AC083843.1",NA,"lincRNA",135804263,135810515,"8",-1,NA,"AC083843.1",45,51,51,29,48,87,40,58
"ENSG00000259821","ENSG00000259821","RP11-169E6.4",NA,"lincRNA",47038424,47069296,"16",1,NA,"RP11-169E6.4",0,0,0,0,0,0,0,0
"ENSG00000259822","ENSG00000259822","RP11-1292F20.1",NA,"pseudogene",32290187,32290436,"16",1,NA,"RP11-1292F20.1",0,0,0,0,0,0,0,0
"ENSG00000259823","ENSG00000259823","XX-CR54.3",NA,"protein_coding",248881950,248914431,"HG999_1_PATCH",-1,NA,"XX-CR54.3",0,0,0,0,0,0,0,0
"ENSG00000259824","ENSG00000259824","TRBV12-4",NA,"TR_V_gene",142305349,142305854,"HG7_PATCH",1,NA,"TRBV12-4",0,0,0,0,0,0,0,0
"ENSG00000259825","ENSG00000259825","TRBV4-3",NA,"TR_V_gene",142062481,142062934,"HG7_PATCH",1,NA,"TRBV4-3",0,0,0,0,0,0,0,0
"ENSG00000259826","ENSG00000259826","RP11-467D6.1",NA,"antisense",39987121,39989354,"7",-1,NA,"RP11-467D6.1",9,6,14,9,18,24,14,17
"ENSG00000259827","ENSG00000259827","RP11-343H19.2",NA,"processed_transcript",56716382,56721719,"16",1,NA,"RP11-343H19.2",0,0,0,0,0,0,0,0
"ENSG00000259828","ENSG00000259828","RP11-63E9.1",NA,"lincRNA",141768148,141772143,"6",1,NA,"RP11-63E9.1",0,2,1,5,3,0,1,9
"ENSG00000259829","ENSG00000259829","TRBV4-2",NA,"TR_V_gene",142045252,142045816,"HG7_PATCH",1,NA,"TRBV4-2",0,0,0,0,0,0,0,0
"ENSG00000259831","ENSG00000259831","LINC00567",NA,"lincRNA",111462023,111465431,"13",-1,NA,"LINC00567",0,1,3,0,0,0,0,0
"ENSG00000259832","ENSG00000259832","CYP4A26P",NA,"pseudogene",47433351,47433546,"1",-1,NA,"CYP4A26P",0,0,0,0,0,0,0,0
"ENSG00000259833","ENSG00000259833","RP11-23E19.1",NA,"antisense",71114769,71127570,"16",1,NA,"RP11-23E19.1",0,0,0,0,0,0,0,0
"ENSG00000259834","ENSG00000259834","RP11-284N8.3",NA,"lincRNA",111196182,111199662,"1",-1,NA,"RP11-284N8.3",31,17,47,13,57,67,57,11
"ENSG00000259836","ENSG00000259836","RP11-80F22.5",NA,"pseudogene",34723608,34724583,"16",1,NA,"RP11-80F22.5",0,0,0,0,0,0,0,0
"ENSG00000259837","ENSG00000259837","RP11-672L10.1",NA,"lincRNA",926084,927994,"18",-1,NA,"RP11-672L10.1",0,0,0,0,0,0,0,0
"ENSG00000259838","ENSG00000259838","TCEB1P2",NA,"pseudogene",41849225,41849633,"15",1,NA,"TCEB1P2",24,36,24,15,32,28,18,22
"ENSG00000259839","ENSG00000259839","RP11-491F9.6",NA,"lincRNA",49370594,49371256,"16",1,NA,"RP11-491F9.6",0,0,0,0,0,0,0,0
"ENSG00000259840","ENSG00000259840","LA16c-380A1.1",NA,"lincRNA",760746,761277,"16",-1,NA,"LA16c-380A1.1",0,1,2,2,2,1,3,2
"ENSG00000259841","ENSG00000259841","RP11-488I20.3",NA,"lincRNA",34597783,34624955,"16",1,NA,"RP11-488I20.3",0,0,0,0,0,0,0,0
"ENSG00000259842","ENSG00000259842","IGHV3OR16-16",NA,"pseudogene",33752443,33752887,"16",-1,NA,"IGHV3OR16-16",0,0,0,0,0,0,0,0
"ENSG00000259843","ENSG00000259843","RP11-429P3.3",NA,"antisense",50080340,50100135,"16",-1,NA,"RP11-429P3.3",0,0,0,0,1,0,0,0
"ENSG00000259844","ENSG00000259844","GNPATP",NA,"pseudogene",60688139,60690553,"16",-1,NA,"GNPATP",0,0,0,0,0,0,0,0
"ENSG00000259845","ENSG00000259845","HERC2P10",NA,"pseudogene",31107474,31136356,"15",1,NA,"HERC2P10",39,34,39,22,32,41,31,42
"ENSG00000259846","ENSG00000259846","RP11-467L24.1",NA,"lincRNA",64398684,64634150,"16",1,NA,"RP11-467L24.1",1,3,2,0,0,0,1,0
"ENSG00000259847","ENSG00000259847","RP11-95H3.1",NA,"lincRNA",65175659,65210616,"16",-1,NA,"RP11-95H3.1",4,1,2,0,0,0,4,0
"ENSG00000259848","ENSG00000259848","AC097374.2",NA,"pseudogene",95533231,95613086,"2",-1,NA,"AC097374.2",0,0,1,0,0,0,0,1
"ENSG00000259849","ENSG00000259849","VENTXP1",NA,"lincRNA",26576454,26579169,"X",1,NA,"VENTXP1",0,0,0,0,0,0,0,0
"ENSG00000259851","ENSG00000259851","TRBV28",NA,"TR_V_gene",142461162,142461662,"HG7_PATCH",1,NA,"TRBV28",0,0,0,0,0,0,0,0
"ENSG00000259852","ENSG00000259852","IGHV1OR16-2",NA,"IG_V_pseudogene",32989782,32990212,"16",1,NA,"IGHV1OR16-2",0,0,0,0,0,0,0,0
"ENSG00000259853","ENSG00000259853","OR4A19P",NA,"pseudogene",49941864,49942966,"HG281_PATCH",-1,NA,"OR4A19P",0,0,0,0,0,0,0,0
"ENSG00000259854","ENSG00000259854","RP11-211G23.1",NA,"lincRNA",69229075,69231600,"11",1,NA,"RP11-211G23.1",0,0,0,0,0,0,0,0
"ENSG00000259855","ENSG00000259855","RP11-574O16.1",NA,"lincRNA",217860629,217861213,"2",1,NA,"RP11-574O16.1",0,0,0,0,0,0,0,0
"ENSG00000259856","ENSG00000259856","RAB43P1",NA,"pseudogene",46660316,46660904,"16",-1,NA,"RAB43P1",100,85,84,54,73,149,71,101
"ENSG00000259857","ENSG00000259857","C17orf51",NA,"protein_coding",21428102,21477770,"HG987_PATCH",-1,NA,"C17orf51",0,0,0,0,0,0,0,0
"ENSG00000259858","ENSG00000259858","MGAM",NA,"protein_coding",141607613,141806547,"HG7_PATCH",1,NA,"MGAM",0,0,0,0,0,0,0,0
"ENSG00000259859","ENSG00000259859","RP11-439I14.2",NA,"lincRNA",64769828,64770707,"16",1,NA,"RP11-439I14.2",0,0,0,0,0,0,1,0
"ENSG00000259861","ENSG00000259861","CTC-471C19.2",NA,"lincRNA",6030148,6030954,"5",1,NA,"CTC-471C19.2",0,0,0,0,0,0,0,0
"ENSG00000259862","ENSG00000259862","RP11-143E21.6",NA,"lincRNA",130734224,130751270,"12",1,NA,"RP11-143E21.6",0,0,0,0,0,0,0,0
"ENSG00000259863","ENSG00000259863","SH3RF3-AS1",NA,"lincRNA",109743783,109745386,"2",-1,NA,"SH3RF3-AS1",55,68,54,43,66,184,47,56
"ENSG00000259864","ENSG00000259864","RP11-370P15.1",NA,"pseudogene",63737387,63737569,"16",1,NA,"RP11-370P15.1",0,0,0,0,0,0,0,0
"ENSG00000259865","ENSG00000259865","RP11-488L18.10",NA,"lincRNA",247350583,247351828,"1",-1,NA,"RP11-488L18.10",64,72,51,33,37,59,57,65
"ENSG00000259866","ENSG00000259866","RP11-177N22.2",NA,"pseudogene",47595218,47596391,"16",-1,NA,"RP11-177N22.2",0,0,0,0,0,0,0,0
"ENSG00000259867","ENSG00000259867","RP11-525K10.3",NA,"antisense",80188950,80597032,"16",-1,NA,"RP11-525K10.3",0,1,2,1,1,6,1,0
"ENSG00000259868","ENSG00000259868","RP11-1012E15.1",NA,"lincRNA",56382445,56383044,"14",1,NA,"RP11-1012E15.1",0,0,0,0,0,0,0,0
"ENSG00000259869","ENSG00000259869","AL022344.7",NA,"lincRNA",43246626,43247593,"10",-1,NA,"AL022344.7",0,0,0,0,0,0,0,0
"ENSG00000259870","ENSG00000259870","RP11-753A21.2",NA,"antisense",98419519,98421616,"15",1,NA,"RP11-753A21.2",0,0,0,0,0,0,0,0
"ENSG00000259871","ENSG00000259871","CTA-363E6.1",NA,"sense_intronic",19326486,19327848,"16",1,NA,"CTA-363E6.1",0,0,0,0,0,0,0,0
"ENSG00000259872","ENSG00000259872","RP11-514P8.2",NA,"antisense",102070098,102078060,"HG115_PATCH",-1,NA,"RP11-514P8.2",0,0,0,0,0,0,0,0
"ENSG00000259873","ENSG00000259873","RP11-481E4.1",NA,"pseudogene",82468433,82468986,"16",1,NA,"RP11-481E4.1",0,0,0,0,0,0,0,0
"ENSG00000259874","ENSG00000259874","RP11-170L3.2",NA,"pseudogene",31882208,31882445,"16",-1,NA,"RP11-170L3.2",0,0,0,0,0,0,0,0
"ENSG00000259875","ENSG00000259875","CTA-313A17.5",NA,"lincRNA",101996513,101998642,"HG115_PATCH",1,NA,"CTA-313A17.5",0,0,0,0,0,0,0,0
"ENSG00000259876","ENSG00000259876","CTD-3037G24.4",NA,"antisense",12650210,12651551,"16",-1,NA,"CTD-3037G24.4",0,1,0,2,2,2,3,0
"ENSG00000259877","ENSG00000259877","RP11-46C24.7",NA,"antisense",89281638,89284061,"16",-1,NA,"RP11-46C24.7",44,27,65,47,48,33,45,73
"ENSG00000259878","ENSG00000259878","RP11-1O10.1",NA,"lincRNA",62522583,62524094,"15",-1,NA,"RP11-1O10.1",0,0,0,0,0,0,0,0
"ENSG00000259879","ENSG00000259879","RP11-244N20.7",NA,"pseudogene",136214525,136215000,"HG79_PATCH",1,NA,"RP11-244N20.7",0,0,0,0,0,0,0,0
"ENSG00000259880","ENSG00000259880","MANF",NA,"protein_coding",51422478,51426828,"HG186_PATCH",1,NA,"MANF",0,0,0,0,0,0,0,0
"ENSG00000259881","ENSG00000259881","RP11-830F9.5",NA,"antisense",88947446,88953544,"16",1,NA,"RP11-830F9.5",0,0,0,0,0,0,0,0
"ENSG00000259882","ENSG00000259882","RP11-293B20.2",NA,"pseudogene",33390406,33425011,"16",1,NA,"RP11-293B20.2",0,0,0,0,0,0,0,0
"ENSG00000259883","ENSG00000259883","CTD-2382E5.4",NA,"antisense",42213615,42221081,"15",1,NA,"CTD-2382E5.4",0,0,0,0,0,1,0,0
"ENSG00000259884","ENSG00000259884","RP11-1100L3.8",NA,"lincRNA",52452243,52453287,"12",-1,NA,"RP11-1100L3.8",1,2,0,0,0,0,0,1
"ENSG00000259885","ENSG00000259885","SH2B2",NA,"protein_coding",101928441,101964991,"HG115_PATCH",1,NA,"SH2B2",0,0,0,0,0,0,0,0
"ENSG00000259886","ENSG00000259886","U82695.10",NA,"lincRNA",152689210,152691934,"X",1,NA,"U82695.10",9,27,3,9,12,34,10,26
"ENSG00000259887","ENSG00000259887","RP11-923I11.5",NA,"lincRNA",52242007,52246513,"12",1,NA,"RP11-923I11.5",0,0,0,1,0,0,1,0
"ENSG00000259888","ENSG00000259888","CTD-2540M10.1",NA,"lincRNA",24621587,24652278,"16",1,NA,"CTD-2540M10.1",0,0,0,0,0,0,0,0
"ENSG00000259889","ENSG00000259889","RP11-315F22.1",NA,"lincRNA",240656650,240657232,"2",1,NA,"RP11-315F22.1",0,0,0,0,0,0,0,0
"ENSG00000259890","ENSG00000259890","DNM1P50",NA,"pseudogene",30860025,30863292,"15",-1,NA,"DNM1P50",3,4,6,2,3,0,3,3
"ENSG00000259891","ENSG00000259891","CTA-204B4.2",NA,"antisense",141515912,141518142,"8",-1,NA,"CTA-204B4.2",30,26,33,24,36,30,24,29
"ENSG00000259892","ENSG00000259892","RP11-1H8.4",NA,"pseudogene",34848071,34849021,"15",1,NA,"RP11-1H8.4",1,0,0,0,0,0,0,0
"ENSG00000259893","ENSG00000259893","AC073464.6",NA,"pseudogene",95514329,95515040,"HG686_PATCH",1,NA,"AC073464.6",0,0,0,0,0,0,0,0
"ENSG00000259894","ENSG00000259894","RP11-697E2.4",NA,"lincRNA",90788645,90789043,"15",1,NA,"RP11-697E2.4",0,0,0,0,1,1,1,0
"ENSG00000259895","ENSG00000259895","RP11-715J22.2",NA,"antisense",2514951,2518214,"16",-1,NA,"RP11-715J22.2",2,1,4,0,0,4,1,1
"ENSG00000259896","ENSG00000259896","KLHL11",NA,"protein_coding",40009797,40021683,"HG185_PATCH",-1,NA,"KLHL11",0,0,0,0,0,0,0,0
"ENSG00000259897","ENSG00000259897","RP11-244B22.3",NA,"pseudogene",34480287,34481905,"16",-1,NA,"RP11-244B22.3",0,0,0,0,0,0,0,0
"ENSG00000259898","ENSG00000259898","CYP4F33P",NA,"pseudogene",38542311,38542566,"9",-1,NA,"CYP4F33P",0,0,0,0,0,0,0,0
"ENSG00000259899","ENSG00000259899","CTD-3037G24.3",NA,"antisense",12654613,12704901,"16",-1,NA,"CTD-3037G24.3",1,0,2,0,2,0,1,1
"ENSG00000259900","ENSG00000259900","RP11-343C2.7",NA,"protein_coding",69369179,69385633,"16",-1,NA,"RP11-343C2.7",0,0,0,0,0,0,0,0
"ENSG00000259901","ENSG00000259901","RP5-991G20.4",NA,"antisense",72823142,72825522,"16",1,NA,"RP5-991G20.4",66,50,53,20,63,70,66,42
"ENSG00000259902","ENSG00000259902","CTD-3065J16.6",NA,"antisense",145131299,145133692,"HG104_HG975_PATCH",1,NA,"CTD-3065J16.6",0,0,0,0,0,0,0,0
"ENSG00000259903","ENSG00000259903","TRBV7-5",NA,"TR_V_pseudogene",142195614,142196085,"HG7_PATCH",1,NA,"TRBV7-5",0,0,0,0,0,0,0,0
"ENSG00000259904","ENSG00000259904","RP11-602M11.3",NA,"pseudogene",34665742,34666804,"15",-1,NA,"RP11-602M11.3",2,2,3,0,1,4,3,0
"ENSG00000259905","ENSG00000259905","PWRN1",NA,"lincRNA",24738284,24897277,"15",1,NA,"PWRN1",0,0,0,0,0,0,0,0
"ENSG00000259906","ENSG00000259906","RP11-932O9.4",NA,"lincRNA",30462766,30472146,"15",-1,NA,"RP11-932O9.4",0,0,0,0,0,0,0,0
"ENSG00000259907","ENSG00000259907","RP6-91H8.2",NA,"lincRNA",71648173,71648823,"14",1,NA,"RP6-91H8.2",0,0,1,0,0,1,2,0
"ENSG00000259908","ENSG00000259908","RP11-429J17.7",NA,"lincRNA",144840323,144853992,"HG104_HG975_PATCH",-1,NA,"RP11-429J17.7",0,0,0,0,0,0,0,0
"ENSG00000259909","ENSG00000259909","RP11-1006G14.3",NA,"pseudogene",72931162,72932466,"15",1,NA,"RP11-1006G14.3",0,0,2,0,0,0,0,1
"ENSG00000259910","ENSG00000259910","RP11-616M22.2",NA,"antisense",1209548,1210176,"16",-1,NA,"RP11-616M22.2",0,0,0,0,0,0,0,0
"ENSG00000259912","ENSG00000259912","CTC-527H23.2",NA,"lincRNA",48654230,48655944,"16",1,NA,"CTC-527H23.2",0,0,0,0,0,0,0,0
"ENSG00000259913","ENSG00000259913","TRBV7-4",NA,"TR_V_gene",142176673,142177134,"HG7_PATCH",1,NA,"TRBV7-4",0,0,0,0,0,0,0,0
"ENSG00000259914","ENSG00000259914","RP11-298D21.2",NA,"antisense",83759281,83759982,"16",-1,NA,"RP11-298D21.2",0,0,0,0,0,0,0,0
"ENSG00000259915","ENSG00000259915","RP11-410E4.1",NA,"lincRNA",187219299,187221500,"2",-1,NA,"RP11-410E4.1",2,2,5,1,2,1,0,0
"ENSG00000259916","ENSG00000259916","RP11-407P15.2",NA,"protein_coding",95352269,95368320,"HG686_PATCH",1,NA,"RP11-407P15.2",0,0,0,0,0,0,0,0
"ENSG00000259917","ENSG00000259917","HNRNPLP2",NA,"pseudogene",34781203,34782772,"15",-1,NA,"HNRNPLP2",105,77,85,42,104,122,82,65
"ENSG00000259918","ENSG00000259918","NDUFA5P11",NA,"pseudogene",47632565,47632907,"16",-1,NA,"NDUFA5P11",7,4,11,5,12,9,5,4
"ENSG00000259919","ENSG00000259919","GALNT9",NA,"protein_coding",132680924,132910380,"HG996_PATCH",-1,NA,"GALNT9",0,0,0,0,0,0,0,0
"ENSG00000259920","ENSG00000259920","RP11-2E11.5",NA,"lincRNA",130121332,130124233,"7",-1,NA,"RP11-2E11.5",3,1,5,0,0,0,1,0
"ENSG00000259921","ENSG00000259921","AC022819.3",NA,"sense_intronic",99697436,99701345,"15",-1,NA,"AC022819.3",1,1,0,0,1,4,0,0
"ENSG00000259922","ENSG00000259922","RP11-322D14.1",NA,"pseudogene",57046983,57048012,"16",-1,NA,"RP11-322D14.1",0,1,0,0,0,0,0,0
"ENSG00000259923","ENSG00000259923","RP11-249C24.11",NA,"processed_transcript",56682793,56686548,"16",1,NA,"RP11-249C24.11",0,0,0,0,0,0,0,0
"ENSG00000259924","ENSG00000259924","RP11-16E23.4",NA,"pseudogene",66063514,66064477,"15",-1,NA,"RP11-16E23.4",12,10,19,9,7,20,7,12
"ENSG00000259925","ENSG00000259925","CTA-363E6.2",NA,"lincRNA",19354969,19413015,"16",-1,NA,"CTA-363E6.2",0,0,0,0,0,0,0,0
"ENSG00000259926","ENSG00000259926","RP11-44F14.5",NA,"sense_intronic",53482660,53483502,"16",1,NA,"RP11-44F14.5",0,0,0,0,0,0,0,0
"ENSG00000259927","ENSG00000259927","RPL7P3",NA,"pseudogene",61147727,61148440,"HG506_HG507_HG1000_PATCH",1,NA,"RPL7P3",0,0,0,0,0,0,0,0
"ENSG00000259928","ENSG00000259928","RP11-218M11.1",NA,"lincRNA",28891075,28892594,"17",-1,NA,"RP11-218M11.1",0,0,0,0,0,0,0,0
"ENSG00000259929","ENSG00000259929","CTA-481E9.4",NA,"lincRNA",18027046,18245452,"16",-1,NA,"CTA-481E9.4",0,0,0,0,0,0,0,0
"ENSG00000259930","ENSG00000259930","HLA-P",NA,"pseudogene",29765075,29767083,"HSCHR6_MHC_MCF",1,NA,"HLA-P",0,0,0,0,0,0,0,0
"ENSG00000259931","ENSG00000259931","CTD-2323K18.2",NA,"pseudogene",75805111,75805381,"15",-1,NA,"CTD-2323K18.2",1,0,0,0,0,0,1,0
"ENSG00000259932","ENSG00000259932","CTD-2651B20.7",NA,"sense_intronic",45490715,45491337,"15",-1,NA,"CTD-2651B20.7",0,0,0,0,0,0,0,0
"ENSG00000259933","ENSG00000259933","RP11-304L19.1",NA,"sense_overlapping",2141437,2145426,"16",1,NA,"RP11-304L19.1",8,4,8,4,11,6,3,4
"ENSG00000259934","ENSG00000259934","RP11-989E6.1",NA,"pseudogene",32857285,32857501,"16",-1,NA,"RP11-989E6.1",0,0,0,0,0,0,0,0
"ENSG00000259935","ENSG00000259935","RP11-519C12.1",NA,"sense_intronic",52940831,52942063,"15",-1,NA,"RP11-519C12.1",1,1,0,0,2,0,0,0
"ENSG00000259937","ENSG00000259937","RP11-438D14.2",NA,"lincRNA",33557810,33558831,"12",-1,NA,"RP11-438D14.2",0,0,0,0,0,0,0,0
"ENSG00000259938","ENSG00000259938","CUX1",NA,"protein_coding",101459219,101927238,"HG115_PATCH",1,NA,"CUX1",0,0,0,0,0,0,0,0
"ENSG00000259939","ENSG00000259939","RP11-77H9.5",NA,"antisense",8947169,8948204,"16",1,NA,"RP11-77H9.5",0,0,0,0,0,0,0,0
"ENSG00000259940","ENSG00000259940","CTD-3203P2.1",NA,"antisense",27224631,27226314,"16",-1,NA,"CTD-3203P2.1",6,4,4,0,7,8,4,2
"ENSG00000259941","ENSG00000259941","RP11-48G14.2",NA,"lincRNA",56686519,56688983,"15",-1,NA,"RP11-48G14.2",0,0,0,0,0,0,0,0
"ENSG00000259942","ENSG00000259942","RP11-292F22.7",NA,"lincRNA",47656084,47657233,"10",1,NA,"RP11-292F22.7",0,0,2,0,1,0,7,4
"ENSG00000259943","ENSG00000259943","RP1-39G22.7",NA,"antisense",40722099,40723639,"1",-1,NA,"RP1-39G22.7",71,48,62,44,48,50,66,68
"ENSG00000259944","ENSG00000259944","CDRT7",NA,"lincRNA",14934292,14935274,"17",1,NA,"CDRT7",0,0,0,0,0,0,0,0
"ENSG00000259945","ENSG00000259945","CTD-2012K14.3",NA,"antisense",67576026,67576866,"16",-1,NA,"CTD-2012K14.3",0,0,0,0,0,0,0,0
"ENSG00000259946","ENSG00000259946","RP11-490G2.2",NA,"lincRNA",98432561,98434370,"1",-1,NA,"RP11-490G2.2",0,3,1,3,3,5,3,1
"ENSG00000259947","ENSG00000259947","XX-DJ76P10__A.2",NA,"lincRNA",1939115,1940435,"16",1,NA,"XX-DJ76P10__A.2",0,0,0,0,0,0,0,0
"ENSG00000259948","ENSG00000259948","RP11-326A19.5",NA,"pseudogene",89744322,89744999,"15",-1,NA,"RP11-326A19.5",0,0,0,0,0,0,0,0
"ENSG00000259950","ENSG00000259950","RP11-170L3.4",NA,"pseudogene",31905863,31906304,"16",-1,NA,"RP11-170L3.4",0,0,0,0,1,0,0,0
"ENSG00000259951","ENSG00000259951","TRBV5-2",NA,"TR_V_pseudogene",142094141,142094414,"HG7_PATCH",1,NA,"TRBV5-2",0,0,0,0,0,0,0,0
"ENSG00000259952","ENSG00000259952","AC009133.15",NA,"antisense",29817817,29819053,"16",-1,NA,"AC009133.15",0,0,0,0,0,0,0,0
"ENSG00000259953","ENSG00000259953","RP11-4O1.2",NA,"sense_overlapping",114794835,114800010,"9",-1,NA,"RP11-4O1.2",41,52,42,44,55,119,34,58
"ENSG00000259954","ENSG00000259954","IL21R-AS1",NA,"antisense",27458990,27464714,"16",-1,NA,"IL21R-AS1",0,0,1,0,0,0,0,1
"ENSG00000259955","ENSG00000259955","CTD-2547G23.2",NA,"antisense",25249639,25250608,"16",1,NA,"CTD-2547G23.2",0,0,0,0,0,0,0,0
"ENSG00000259956","ENSG00000259956","RBM15B",NA,"protein_coding",51428699,51435339,"HG186_PATCH",1,NA,"RBM15B",0,0,0,0,0,0,0,0
"ENSG00000259957","ENSG00000259957","RP11-491F9.8",NA,"lincRNA",49328797,49330647,"16",1,NA,"RP11-491F9.8",0,0,0,0,0,0,0,0
